id,recipient,agency_name,year_received,date_received,donor,donor_country,gift_description,value_usd,justification
6119,"Mr. Troy Tanner, Deputy Chief, International Bureau",Federal Communications Commission,2013,NA,"Ms. Veroncia Zavala, General Manager of the Office of Strategic Planning and Development, Inter- American Development Bank",NA,"Travel: Travel expenses originating and terminating entirely outside of the U.S. for conference to address and participate in a three day workshop, title: ``Telecommunicaitons for the Inclusive Development and Regional Integration for the Andean Contries''. Rec'd--5/ 20-23/2013. Est. Value--$522.00.",522,Non-acceptance would cause embarrassment to donor and U.S. Government
6120,"Ms. Mindel De La Torre, Bureau Chief, International Bureau",Federal Communications Commission,2013,2013-07-01,"Ms. Mafalda Resende, Conference Secretariat of ANACOM of the Portuguese Republic",Portugal,"Travel: Travel expenses originating and terminating entirely outside of the U.S. for conference, title: ``The Digital Agenda Challenge'' to participate as a panelist. Rec'd--7/1/ 2013. Est. Value-- $1,179.00.",1179,Non-acceptance would cause embarrassment to donor and U.S. Government
6121,"Ms. Jonathan Levy, Deputy Chief Economist, Office of Strategic Planning & Policy Analysis",Federal Communications Commission,2013,2013-09-01,"Mr. Takorn Tantasith, Secretary General of the National Broadcasting and Telecommunication Commission of the Kingdom of Thailand",Thailand,"Travel: Travel expenses orginating and terminating entirelly outside of the U.S. for conference to address and participate in a two- day seminar, title: ``Broadcasting Regulation in the Era of Convergence: Communication Regulation and Consumer Protection''. Rec'd--8/27-9/1/2013. Est. Value--$12,133.00.",12133,Non-acceptance would cause embarrassment to donor and U.S. Government
6122,"Mr. Steven Rosenberg, Chief Data Officer, Wireline Competition Bureau",Federal Communications Commission,2013,2013-11-03,"Mr. Ashish Narayan, Program Coordinator of the International Telecommuncations Union of the Kingdom of Thailand",Thailand,"Travel: Travel expenses originating and terminating entirely outside of the U.S. for conference to represented the FCC at the International Telecommunication Union (ITU) event (ITU Training on Broadband Policy) presenting material on how the U.S. has implemented its National Broadband Plan to an audience of international regulators and service providers. Rec'd--10/ 27-11/3/2013. Est. Value--$6,050.00.",6050,Non-acceptance would cause embarrassment to donor and U.S. Government
6123,"Ms. Patrice Murray, Archives Specialist",National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6124,Mr. Michael Carlson,National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6125,Ms. Wilda Logan,National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6126,Ms. Lisa Haralampus,National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6127,Ms. Susan Page,National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6128,Ms. Amy Lubick,National Archives and Records Administration,2013,2013-08-16,"His Excellency Majid Sultan Almehairi, Executive Director, National Center for Documentation, Ministry of Presidential Affairs of the United Arab Emirates",United Arab Emirates,Cartier pen. Rec'd--8/ 16/2013. Est. Value-- $460. Disposition-- Pending transfer to National Archives Trust Fund.,460,Non-acceptance would cause embarrassment to donor and U.S. Government
6129,"The Honorable R. Gil Kerlikowske, Director of National Drug Control Policy",Office of National Drug Control Policy,2013,2013-11-13,"Mr. Viktor Ivanov, Director of Federal Drug Control Service of the Russian Federation and Chairman of State Anti- Drug Committee",Russia,Glass enclosed framed shadow box containing Russian medals. Rec'd-- 11/13/2013. Est. Value--$500.00. Disposition--Retained for official use only in the Office of Supply Reduction.,500,Non-acceptance would cause embarrassment to donor and U.S. Government
6130,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2012,2012-10-22,"His Excellency Takeo Akiba, Minister of Political Affairs of the Embassy of Japan",Japan,Calligraphy art by Hoin Yamoda. Calligraphy by Douzen Ueno. Rec'd--10/ 22/2012. Est. Value-- $920.00. Disposition-- National Archives and Records Administration.,920,Non-acceptance would cause embarrassment to donor and U.S. Government
6131,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2012,2012-11-16,"Mr. Somnuk Thanadechakul, Mayor of Nonthaburi Municipality, the Kingdom of Thailand",Thailand,"41'' x 51'' framed sketch of President Obama on canvas in monochrome by Praseart Sriratchatchawan. Rec'd--11/16/2012. Est. Value--$1,600.00 Disposition--National Archives and Records Administration.",1600,Non-acceptance would cause embarrassment to donor and U.S. Government
6132,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-01-11,"His Excellency Kenichiro Sasae, Ambassador of Japan to the United States",Japan,Kutani porcelain Henko jar depicting dogtooth violets and a sparrow against a white background by Toshito Nakamura accompanied with a dusting cloth. Rec'd--1/11/2013. Est. Value--$765.00. Disposition--National Archives and Records Administration.,765,Non-acceptance would cause embarrassment to donor and U.S. Government
6133,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-02-14,"His Excellency Giorgio Napolitano, President of the Italian Republic",Italy,"Book, title: ``L'Italia Unita: 150 Anniversario Unita d'Italia'' with light brown leather binding and slip case. Small silver and blue picture frame with red corners. Rec'd--2/14/ 2013. Est. Value-- $1,250.00. Disposition--National Archives and Records Administration.",1250,Non-acceptance would cause embarrassment to donor and U.S. Government
6134,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-02-22,"The Honorable Koji Matsuzaki, Mayor of Obama City of Japan",Japan,"Wakasa-nuri lacquered pen made in Obama City, Japan, with red and gold detail. Rec'd--2/22/2013. Est. Value--$640.00. Disposition--National Archives and Records Administration.",640,Non-acceptance would cause embarrassment to donor and U.S. Government
6135,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-12,"His Excellency Ali Zeidan, Prime Minister of Libya",Libya,"Large silver platter engraved with city scene and inscription. Large woven rug in red, white, green, and black. Rec'd--3/12/ 2013. Est. Value-- $800.00. Disposition-- National Archives and Records Administration.",800,Non-acceptance would cause embarrassment to donor and U.S. Government
6136,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-12,"His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar `Ali Saifuddien Sa'adul Khairi Waddien, Sultan and Yang Di-Pertuan of Brunei Darussalam",Brunei,"Gold decorated round box with inscribed lid, lined with red velvet. Rec'd--3/12/ 2013. Est. Value-- $490.00. Disposition-- National Archives and Records Administration.",490,Non-acceptance would cause embarrassment to donor and U.S. Government
6137,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-16,"His Excellency Dyusen Kaseinov, General Secretary of Turksoy",Turks & Caicos Islands,Silver covered plate commemorating the International Day of Nowruz. Rec'd--3/16/ 2013. Est. Value-- $425.00. Disposition-- National Archives and Records Administration.,425,Non-acceptance would cause embarrassment to donor and U.S. Government
6138,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-18,"His Excellency Enda Kenny, Taoiseach of Ireland, and Mrs. Fionnuala Kenny",Ireland,"Crystal bowl with Saint Patrick's Day 2013 inscription and shamrock detail by Sean Egan. Limited- edition book, title: ``On Canaan's Side'' with inscription, signed by the author. Leather-bound book, title: ``Atlas Of The Great Irish Famine'' signed by the donor. Framed poem, title: ``The Lakeisle of Innisfree''. Rec'd--3/ 18/2013. Est. Value-- $1,807.00. Disposition--National Archives and Records Administration.",1807,Non-acceptance would cause embarrassment to donor and U.S. Government
6139,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-20,"His Excellency Benjamin Netanyahu, Prime Minister of the State of Israel, and Mrs. Sara Netanyahu",Israel,"0.04 square millimeters engraved small chip with side-by-side texts of the United States and Israeli Declarations of Independence affixed to a 1'' x 1'' Jerusalem stone, all contained in display box with magnifying view piece. Rec'd--3/ 20/2013. Est. Value-- $2,700.00. Disposition--National Archives and Records Adminsitration.",2700,Non-acceptance would cause embarrassment to donor and U.S. Government
6140,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-21,"His Excellency Mahmoud Abbas, President of the Palestinian Authority",Palestinian Territories,"Painting of President Obama juxtaposed with President Lincoln with gold border. Photo album of President Obama's visit to the West Bank bound in green leather with gold accents and emblem of Palestinian Authority. Photo of Palestinian-American veterans marching in parade in Chicago, Illinois. Olive wood carved manger scene. Rec'd--3/21/2013. Est. Value--$414.00. Disposition--National Archives and Records Administration. Olive wood handled pursuant to United States Secret Service policy.",414,Non-acceptance would cause embarrassment to donor and U.S. Government
6141,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-22,"His Excellency Shimon Peres, President of the State of Israel",Israel,Clock depicting United States and Israeli times and temperatures with presentation plaque. Framed Medal of Distinction and framed certificate honoring President Obama. Rec'd--3/22/ 2013. Est. Value-- $835.00. Disposition-- National Archives and Records Administration.,835,Non-acceptance would cause embarrassment to donor and U.S. Government
6142,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-25,"Ms. Vera Baboun, Mayor of Bethlehem",NA,"Woodcut statue of the angel Gabriel and the Star of Bethlehem. Rec'd--3/25/2013. Est. Value--$1,380.00. Disposition--National Archives and Records Administration.",1380,Non-acceptance would cause embarrassment to donor and U.S. Government
6143,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-26,"His Excellency Wang Qishan, Secretary of the Central Commission for Discipline Inspection of the Communist Party of China",China,Two 8'' x 5'' multi- colored porcelain Chinese temple dogs. Rec'd--3/26/2013. Est. Value--$450.00. Disposition--National Archives and Records Adminstration.,450,Non-acceptance would cause embarrassment to donor and U.S. Government
6144,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-03-28,"His Excellency Macky Sall, President of the Republic of Senegal",Senegal,"Four traditional Senegalese outfits in black, purple, white, and beige. 14'' bronze sculpture of a horse with rider holding a sword. Rec'd--3/28/ 2013. Est. Value-- $1,420.00. Disposition--Clothing at National Archives and Records Administration. Sculpture retained for official use only.",1420,Non-acceptance would cause embarrassment to donor and U.S. Government
6145,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-04-01,"His Excellency Lee Hsien Loong, Prime Minister of the Republic of Singapore",Singapore,"Brown upholstered chair with footrest. Rec'd-- 4/1/2013. Est. Value-- $4,000.00. Disposition--Retained for official use only.",4000,Non-acceptance would cause embarrassment to donor and U.S. Government
6146,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-04-12,"His Excellency Cui Tiankai, Ambassdor of the People's Republic of China to the United States",China,"Large gold-inlaid jar in ``Five Oxen'' design from a historical Tang Dynasty picture. Rec'd--4/12/2013. Est. Value--$1,800.00. Disposition--National Archives and Records Administration.",1800,Non-acceptance would cause embarrassment to donor and U.S. Government
6147,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-04-23,"His Highness Sheikh Hamad Bin Khalifa Al Thani, Amir of the State of Qatar",Qatar,"Circular silver platter engraved with major world cities and global positioning coordinates with distance from the State of Qatar. Rec'd-- 4/23/2013. Est. Value-- $6,500.00. Disposition--National Achives and Records Administration.",6500,Non-acceptance would cause embarrassment to donor and U.S. Government
6148,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-05-02,"His Majesty King Abdullah II ibn Al Hussein, King of the Hashemite Kingdom of Jordan",Jordan,"Framed photograph of President Obama and King Abdullah II, signed by His Majesty. Hardcover book, title: ``Madi: A Boundless Life.'' 2012 limited- edition print of seated man with plant by Hussein Madi. Photo album of President Obama's visit to the Hashemite Kingdom of Jordan. Rec'd--5/2/ 2013. Est. Value-- $1,535.00. Disposition--National Archives and Records Administration.",1535,Non-acceptance would cause embarrassment to donor and U.S. Government
6149,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-05-03,"Her Excellency Laura Chinchilla Miranda, President of the Republic of Costa Rica",Costa Rica,"26.5'' x 34'' neo-pop art style print of the National Theater in San Jose, Costa Rica by Carolina Rodriguez. Rec'd--5/3/2013. Est. Value--$590.00. Disposition--National Archives and Records Administration.",590,Non-acceptance would cause embarrassment to donor and U.S. Government
6150,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-05-03,"His Excellency Mauricio Funes, President of the Republic of El Salvador",El Salvador,Glass sculpture of a woman carrying a jug on wooden base with gold etching. Rec'd--5/ 3/2013. Est. Value-- $490.00. Disposition-- National Archives and Records Administration.,490,Non-acceptance would cause embarrassment to donor and U.S. Government
6151,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-05-15,"His Excellency Recep Tayyip Erdo[gbreve]an, Prime Minister of the Republic of Turkey",Turkey,"23'' x 20'' Turkish calligraphy version of ``Barak Huseyin Obama'' with tezhip border and gold frame. Rec'd--5/15/2013. Est. Value--$1,200.00. Disposition--National Archives and Records Administration.",1200,Non-acceptance would cause embarrassment to donor and U.S. Government
6152,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-07,"His Excellency Xi Jinping, President of the People's Republic of China",China,"20'' x 1'' porcelain oval-shaped vase with black monochrome scene of mountains and trees and square hollow wood plinth. Rec'd--6/7/ 2013. Est. Value-- $1,400.00. Disposition--National Archives and Records Administration.",1400,Non-acceptance would cause embarrassment to donor and U.S. Government
6153,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-10,"His Excellency Ollanta Moises Humala Tasso, President of the Republic of Peru",Peru,"Blue-striped upholstered ottoman with storage compartments. Dark brown carrying case containing six glasses. 12 bottles of Pisco Brand. Rec'd--6/ 10/2013. Est. Value-- $1,040.00. Disposition--National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy.",1040,Non-acceptance would cause embarrassment to donor and U.S. Government
6154,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-17,"His Excellency Vladimir Putin, President of the Russian Federation",Russia,Six piece porcelain espresso cup set with gold inside and silver leaf pattern on outside. Rec'd--6/17/ 2013. Est. Value-- $540.00. Disposition-- National Archives and Records Administration.,540,Non-acceptance would cause embarrassment to donor and U.S. Government
6155,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-18,"The Right Honorable David Cameron, MP, Prime Minister of the United Kingdom of Great Britain and Northern Ireland",United Kingdom,"Framed photo of the G8 Leaders. Custom USB stick. Paperback book, title: ``My NI.'' CD, title: ``Bestselling British Songs.'' Hardcover book, title: ``Scenic Ireland: The Province of Ulster.'' Two porcelain cups with shamrocks. Wash bag by Anya Hindmarch. Mulberry tan travel bag with monogram. Apothecary bath products. Co Couture chocolates. Bottle of whiskey. Rec'd--6/18/ 2013. Est. Value-- $2,116.27. Disposition--National Archives and Records Administration. Bath products and perishable items handled pursuant to United States Service policy.",2116.27,Non-acceptance would cause embarrassment to donor and U.S. Government
6156,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-27,"His Excellency Ali Mohamed Shein, President of Zanzibar",Zanzibar,"Wooden chest carved with flower and leaf design and brass fittings containing 20 green kente-style cloths with image of President Obama, 19 black hats with pins, 20 white baseball caps with image of President Obama, 21 blue kente-style cloths with image of President Obama, 18 navy blue polo shirts, 10 white polo shirts, a 56'' x 80'' blue plaid cloth, and one blue cloth with beaded decoration on round beaded tray with bow. Rec'd--6/27/2013. Est. Value--$1,926.00. Disposition--National Archives and Records Administration.",1926,Non-acceptance would cause embarrassment to donor and U.S. Government
6157,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-27,"Chief Justice Oumar Sakho, First President of the Supreme Court of the Republic of Senegal",Senegal,Hand-crafted drum bordered by colors of Senegalese flag tied with black thread on a wooden base. Rec'd--6/ 27/2013. Est. Value-- $950.00. Disposition-- National Archives and Records Administration.,950,Non-acceptance would cause embarrassment to donor and U.S. Government
6158,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-27,"His Excellency Macky Sall, President of the Republic of Senegal",Senegal,"4' tall wooden statue of a woman carrying a basket. Bronze statue of Senegalese national hero Lat Dior Ngone Latyr Diop. Rec'd--6/ 27/2013. Est. Value-- $1,205.00. Disposition--National Archives and Records Administration.",1205,Non-acceptance would cause embarrassment to donor and U.S. Government
6159,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-06-28,"His Excellency Jacob Zuma, President of the Republic of South Africa",South Africa,"50'' x 12'' bronze statue of cheetah. Four bottles of wine. Rec'd--6/28/2013. Est. Value--$1,288.03. Disposition--National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy.",1288.03,Non-acceptance would cause embarrassment to donor and U.S. Government
6160,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-07-01,"His Excellency Jakaya Kikwete, President of the United Republic of Tanzania",Tanzania,"11'' x 7'' full zebra skin mounted on felt. 37'' x 50'' painting of Maasai tribes- people. Sculpture. Rec'd--7/1/2013. Est. Value--$4,000.00. Disposition--National Archives and Records Administration.",4000,Non-acceptance would cause embarrassment to donor and U.S. Government
6161,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-07-24,"His Excellency Truong Tan Sang, President of the Socialist Republic of Vietnam",Vietnam,23'' x 19'' scale carved from cedar. Copy of original letter sent by Ho Chi Minh to President Harry Truman in 1946. Rec'd--7/24/2013. Est. Value--$780.00. Disposition--National Archives and Records Administration.,780,Non-acceptance would cause embarrassment to donor and U.S. Government
6162,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-08-04,"His Majesty Mohammed VI, King of Morocco",Morocco,"Gift basket of Godiva chocolates. Rec'd--8/4/ 2013. Est. Value-- $2,484.00. Disposition--Perishabl e items handled pursuant to United States Secret Service policy.",2484,Non-acceptance would cause embarrassment to donor and U.S. Government
6163,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-08-08,"His Excellency Antonis Samaras, Prime Minister of the Hellenic Republic",Greece,8'' silver-covered cast resin relief plaque depicting Pericles' Funeral Oration including Greek quote from the oration. Rec'd--8/8/2013. Est. Value--$430.00. Disposition--National Archives and Records Administration.,430,Non-acceptance would cause embarrassment to donor and U.S. Government
6164,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-08-15,"His Excellency Horacio Cartes, President of the Republic of Paraguay",Paraguay,"22'' x 27'' framed amber painting of hut and larger structure in background. Paperback book, title: ``Testimonios de La Asuncion: Crecimiento y desarrollo en sus 450 anos 1537-1987''. Rec'd--8/15/2013. Est. Value--$505.00. Disposition--National Archives and Records Administration.",505,Non-acceptance would cause embarrassment to donor and U.S. Government
6165,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-08-26,"His Excellency Jacob Zuma, President of the Republic of South Africa",South Africa,35'' x 23.5'' and 27'' x 19'' framed photo collages of President Obama and the First Lady with the President and First Lady of South Africa from their visit to South Africa. Rec'd--8/ 26/2013. Est. Value-- $580.00. Disposition-- National Archives and Records Adminsitration.,580,Non-acceptance would cause embarrassment to donor and U.S. Government
6166,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-09-03,"Her Excellency Dalia Grybauskait[edot], President of the Republic of Lithuania",Lithuania,"3'' x 1'' polished amber mounted on wooden base. DVD, title: ``The Other Dream Team.'' Personalized basketball jersey in green and yellow with flags of Lithuania and the United States on the front. Rec'd--9/3/ 2013. Est. Value-- $439.98. Disposition-- National Archives and Records Administration.",439.97999999999996,Non-acceptance would cause embarrassment to donor and U.S. Government
6167,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-09-04,His Majesty King Carl XVI Gustaf of Sweden,Sweden,"34'' x 13'' print of boats coming to port in a busy harbor by Louis Jean Deprez, depicting Swedish battle fleet. Rec'd--9/ 4/2013. Est. Value-- $480.00. Disposition-- National Archives and Records Administration.",480,Non-acceptance would cause embarrassment to donor and U.S. Government
6168,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-09-06,"His Excellency Xi Jinping, President of the People's Republic of China",China,"20'' x 19'' tall porcelain rose plum shape vase with lotus flower design. Rec'd-- 9/6/2013. Est. Value-- $3,200.00. Disposition--National Archives and Records Administration.",3200,Non-acceptance would cause embarrassment to donor and U.S. Government
6169,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-09-22,"His Excellency Abdullah G[uuml]l, President of the Republic of Turkey",Turkey,"30'' x 30'' print of Turkish calligraphy in a circular design with interweaving lines and square shapes colored in navy, orange, and teal, title: ``Fahrettin 2007''. Rec'd--9/22/2013. Est. Value--$690.00. Disposition--National Archives and Records Administration.",690,Non-acceptance would cause embarrassment to donor and U.S. Government
6170,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-10-01,"His Excellency Navinchandra Ramgoolam, Prime Minister of Mauritius",Mauritius,"24'' x 32'' framed painting of a beach scene in Mauritius, title: ``Sous un Mangier'' by Vaco. 21'' x 17'' framed painting of Le Morne Brabant mountain by Ragusa. Rec'd--10/1/ 2013. Est. Value-- $835.00. Disposition-- National Archives and Records Administration.",835,Non-acceptance would cause embarrassment to donor and U.S. Government
6171,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-10-12,"His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar `Ali Saifuddien Sa'adul Khairi Waddien, Sultan and Yang Di-Pertuan of Brunei Darussalam",Brunei,"Olive green leather briefcase with maroon pattern at top, floral design, and three outside zippers. iPad mini in blue presentation box. International power cord for iPad mini. Black and silver pen with gold symbol on top. Rec'd--10/12/ 2013. Est. Value-- $2,088.99. Disposition--National Archives and Records Administration.",2088.9900000000002,Non-acceptance would cause embarrassment to donor and U.S. Government
6172,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-10-15,"His Excellency Enrico Letta, President of the Council of Ministers of the Italian Republic",Italy,"Three Aurora fountain pens in black case, one green, one red, and one white, each with 18K gold nib with plaque of flags of Italy and the European Union. Book, title: ``Bibenda.'' Case of wine with corkscrew. Rec'd--10/15/2013. Est. Value--$1,273.84. Disposition--National Archives and Records Administration. Perishable items and corkscrew handled pursuant to United States Secret Service policy.",1273.84,Non-acceptance would cause embarrassment to donor and U.S. Government
6173,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-10-31,"His Excellency Nawaz Sharif, Prime Minister of the Islamic Republic of Pakistan",Pakistan,72'' x 48'' traditional Pakistani carpet with cream and white floral design. Rec'd--10/31/ 2013. Est. Value-- $600.00. Disposition-- National Archives and Records Administration.,600,Non-acceptance would cause embarrassment to donor and U.S. Government
6174,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-10-31,"His Excellency Nouri Al- Maliki, Prime Minister of the Republic of Iraq",Iraq,15'' tall granite Hammurabi Obelisk on wooden stand with inlayed mother of pearl. Rec'd--10/31/ 2013. Est. Value-- $900.00. Disposition-- National Archives and Records Administration.,900,Non-acceptance would cause embarrassment to donor and U.S. Government
6175,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-11-20,"Her Excellency Liu Yandong, Vice Premier of the People's Republic of China",China,"57.5'' x 61'' framed acrylic painting of President Obama and the First Lady. Rec'd-- 11/20/2013. Est. Value--$3,100.00. Disposition--National Archives and Records Administration.",3100,Non-acceptance would cause embarrassment to donor and U.S. Government
6176,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-11-20,"His Majesty Mohammed VI, King of Morocco",Morocco,"Poniard knife and gold sheath covered in green and red jewels. Visconti fountain pen with Declaration of Independence design, magnifying glass, and mini scroll in brown presentation box. Rec'd--11/20/2013. Est. Value--$3,750.00. Disposition--National Archives and Records Administration.",3750,Non-acceptance would cause embarrassment to donor and U.S. Government
6177,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-11-20,"His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar `Ali Saifuddien Sa'adul Khairi Waddien, Sultan of Yang Di-Pertuan of Brunei Darussalam",Brunei,"Large cream color storage trunk with wooden ribs, leather handles, and removable feet containing various items including a 6.5'' diameter polished sterling silver bowl, 8'' x 10'' silver picture frame, and three hardcover books, title: ``Audubon's Birds of America,'' ``Botanica Magnifica,'' and ``San Francisco Then''. Rec'd--11/20/2013. Est. Value--$2,262.00. Disposition--National Archives and Records Administration.",2262,Non-acceptance would cause embarrassment to donor and U.S. Government
6178,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-12-03,"His Excellency Juan Manuel Santos Calder[oacute]n, President of the Republic of Colombia",Colombia,Walking stick with metal bird topper made from Colombian wood by Adriana Henricio. Rec'd--12/3/2013. Est. Value--$524.00. Disposition--National Archives and Records Administration.,524,Non-acceptance would cause embarrassment to donor and U.S. Government
6179,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-12-03,"His Excellency Ron Dermer, Ambassador of the State of Israel to the United States",Israel,Cufflinks with etched menorah tablet. Rec'd-- 12/3/2013. Est. Value-- $485.00. Disposition-- National Archives and Records Administration.,485,Non-acceptance would cause embarrassment to donor and U.S. Government
6180,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-12-05,"His Excellency Elin Suleymanov, Ambassador of the Republic of Azerbaijan to the United States",Azerbaijan,"Large Azerbaijani rug with geometric designs of red, blue, and white in leather carrying bag. Rec'd-- 12/5/2013. Est. Value-- $6,560.00. Disposition--National Archives and Records Administration.",6560,Non-acceptance would cause embarrassment to donor and U.S. Government
6181,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-12-31,"His Excellency Goodluck Jonathan, President of the Federal Republic of Nigeria",Nigeria,"17'' circular quilted table mat in yellow and white with three circular floor sitting mats of the same material and design. Rec'd--12/31/2013. Est. Value--$1,800.00. Disposition--National Archives and Records Administration.",1800,Non-acceptance would cause embarrassment to donor and U.S. Government
6182,"The Honorable Barack Obama, President of the United States",Executive Office of the President,2013,2013-12-31,"His Excellency Mohamed Bin Abdulla Al Rumaihi, Ambassador of the State of Qatar to the United States",Qatar,"26'' tall glass, amber- colored sculpture depicting a falcon perched on a branch looking over its shoulder. Rec'd--12/31/ 2013. Est. Value-- $10,408.00. Disposition--National Archives and Records Administration.",10408,Non-acceptance would cause embarrassment to donor and U.S. Government
6183,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Executive Office of the President,2013,2013-04-22,"Mrs. Mintou Doucoure Traore, First Lady of the Republic of Mali",Mali,Two traditional male and female Malian garments including a white tunic and pants. Dark wood figurine of woman's silhouette carrying container overhead. Rec'd--4/22/ 2013. Est. Value-- $520.00. Disposition-- National Archives and Records Administration.,520,Non-acceptance would cause embarrassment to donor and U.S. Government
