year	category	rank	character_id	name	area	organization	image_url	name_english	area_english	organization_english
2015	all	1028	1196	臼子ねぇさん	（北海道）	合同会社うらぱい	https://www.yurugp.jp//img/uploads/character/200/00001196.jpg	Usuko-nee	(Hokkaido)	Joint company Urapai
2015	all	1028	126	ほたるの妖精　もーりー	（滋賀県）	守山商工会議所	https://www.yurugp.jp//img/uploads/character/200/00000126.jpg	Firefly Fairy Mori	(Shiga Prefecture)	Moriyama Chamber of Commerce
2015	all	1030	2555	マイナちゃん	（東京都）	内閣官房社会保障改革担当室	https://www.yurugp.jp//img/uploads/character/200/00002555.jpg	Mina-chan	(Tokyo)	Office of Social Security Reform, Cabinet Secretariat
2015	all	1030	2463	まごりん	（和歌山県）	孫市の会	https://www.yurugp.jp//img/uploads/character/200/00002463.jpg	Magorin	(Wakayama Prefecture)	Son City Association
2015	all	1032	2135	郡上良良ちゃん	（岐阜県）	郡上市	https://www.yurugp.jp//img/uploads/character/200/00002135.jpg	Gujo Ryo-chan	(Gifu Prefecture)	Gujo city
2015	all	1033	2540	南知多神セブン	（愛知県）	南知多町	https://www.yurugp.jp//img/uploads/character/200/00002540.jpg	Minamichitagami Seven	(Aichi Prefecture)	Minamichita Town
2015	all	1034	2336	しのびちゃん	（東京都）	CSアカウンティング株式会社	https://www.yurugp.jp//img/uploads/character/200/00002336.jpg	Shinobi	(Tokyo)	CS Accounting Co., Ltd.
2015	all	1035	2980	おずっちょ	（神奈川県）	モトスミ・オズ通り商店街振興組合	https://www.yurugp.jp//img/uploads/character/200/00002980.jpg	Ozucho	(Kanagawa Prefecture)	Motosumi Ozdori Shopping District Promotion Association
2015	all	1036	738	お玉ちゃん	（京都府）	長岡京ガラシャ祭実行委員会	https://www.yurugp.jp//img/uploads/character/200/00000738.jpg	Odama	(Kyoto)	Nagaokakyo Garasha Festival Executive Committee
2015	all	1037	1353	えらびっと	（東京都）	保険deあんしん館	https://www.yurugp.jp//img/uploads/character/200/00001353.jpg	Select	(Tokyo)	Insurance de Anshinkan
2015	all	1038	2726	みなっち	（神奈川県）	横浜市南区	https://www.yurugp.jp//img/uploads/character/200/00002726.jpg	Minachi	(Kanagawa Prefecture)	Minami Ward, Yokohama City
2015	all	1039	1653	エイ坊	（沖縄県）	(一社)沖縄市観光物産振興協会	https://www.yurugp.jp//img/uploads/character/200/00001653.jpg	Eibo	(Okinawa Prefecture)	(One company) Okinawa City Tourism and Product Promotion Association
2015	all	1040	149	フカニャン	（埼玉県）	埼玉工業大学	https://www.yurugp.jp//img/uploads/character/200/00000149.jpg	Fukanyan	(Saitama)	Saitama Institute of Technology
2015	all	1041	2474	ぎ～のくん	（沖縄県）	宜野座村	https://www.yurugp.jp//img/uploads/character/200/00002474.jpg	Gino-kun	(Okinawa Prefecture)	Ginoza Village
2015	all	1041	2697	こかぶちゃん	（千葉県）	ちば東葛農業協同組合	https://www.yurugp.jp//img/uploads/character/200/00002697.jpg	Kokabu-chan	(Chiba Prefecture)	Chiba Tokatsu Agricultural Cooperative
2015	all	1043	2246	カイオー	（愛知県）	名古屋港水族館	https://www.yurugp.jp//img/uploads/character/200/00002246.jpg	Kyo	(Aichi Prefecture)	Port of Nagoya Public Aquarium
2015	all	1044	666	ピュルルン	（群馬県）	上毛新聞社	https://www.yurugp.jp//img/uploads/character/200/00000666.jpg	Purun	(Gunma Prefecture)	Jomo Newspaper
2015	all	1045	568	おぶせくりちゃん　おぶせまろんちゃん	（長野県）	小布施町	https://www.yurugp.jp//img/uploads/character/200/00000568.jpg	Obusekuri-chan Obuse Maron-chan	(Nagano Prefecture)	Obuse Town
2015	all	1046	2445	カッパのかんちゃん	（岡山県）	株式会社中国銀行	https://www.yurugp.jp//img/uploads/character/200/00002445.jpg	Kappa-chan	(Okayama Prefecture)	Bank of China, Inc.
2015	all	1047	2256	ルキベア	（東京都）	セイコーウオッチ株式会社	https://www.yurugp.jp//img/uploads/character/200/00002256.jpg	Ruki Bear	(Tokyo)	Seiko Watch Co., Ltd.
2015	all	1048	2747	たまーりん	（埼玉県）	さいたまスーパーアリーナ	https://www.yurugp.jp//img/uploads/character/200/00002747.jpg	Tamarin	(Saitama)	Saitama Super Arena
2015	all	1049	2022	タマにゃん	（熊本県）	玉名市	https://www.yurugp.jp//img/uploads/character/200/00002022.jpg	Tama Nyan	(Kumamoto Prefecture)	Tamana City
2015	all	1050	219	とまちゃん	（埼玉県）	埼玉県北本市	https://www.yurugp.jp//img/uploads/character/200/00000219.jpg	Toma-chan	(Saitama)	Kitamoto City, Saitama Prefecture
2015	all	1050	1354	らっぴ君	（栃木県）	足利健康ランド	https://www.yurugp.jp//img/uploads/character/200/00001354.jpg	Lappi	(Tochigi Prefecture)	Ashikaga Health Land
2015	all	1052	2724	リリリー	（鹿児島県）	和泊町	https://www.yurugp.jp//img/uploads/character/200/00002724.jpg	Lilly	(Kagoshima prefecture)	Wadomari Town
2015	all	1053	2655	クラッキー	（神奈川県）	OSC湘南シティ	https://www.yurugp.jp//img/uploads/character/200/00002655.jpg	Cracky	(Kanagawa Prefecture)	OSC Shonan City
2015	all	1054	78	やらにゃん	（新潟県）	胎内検定実行委員会	https://www.yurugp.jp//img/uploads/character/200/00000078.jpg	Yanyan	(Niigata Prefecture)	Womb test executive committee
2015	all	1055	241	桑折町観光大使「ホタピー」	（福島県）	桑折町	https://www.yurugp.jp//img/uploads/character/200/00000241.jpg	"Kuwaori-cho Tourism Ambassador ""Hoppy"""	(Fukushima Prefecture)	Kuwaori Town
2015	all	1056	2851	みーどりん	（東京都）	ＪＡ東京みどり	https://www.yurugp.jp//img/uploads/character/200/00002851.jpg	Midorin	(Tokyo)	JA Tokyo Midori
2015	all	1057	598	ひたまる	（茨城県）	常陸大宮市役所	https://www.yurugp.jp//img/uploads/character/200/00000598.jpg	Gather	(Ibaraki Prefecture)	Hitachi Omiya City Hall
2015	all	1058	2983	ワルーリくん	（富山県）	となみ元気道場（砺波市教育委員会）	https://www.yurugp.jp//img/uploads/character/200/00002983.jpg	Valuri-kun	(Toyama Prefecture)	Tonami Genki Dojo (Tonami City Board of Education)
2015	all	1059	804	小太郎	（新潟県）	山古志観光協会	https://www.yurugp.jp//img/uploads/character/200/00000804.jpg	Kotaro	(Niigata Prefecture)	Yamakoshi Tourism Association
2015	all	1060	2854	ヘリドッグ太	（長崎県）	独立行政法人国立病院機構長崎医療センター	https://www.yurugp.jp//img/uploads/character/200/00002854.jpg	Heli dog thick	(Nagasaki Prefecture)	National Hospital Organization Nagasaki Medical Center
2015	all	1061	1790	クゥとかいな	（滋賀県）	草津市消費者リーダー会	https://www.yurugp.jp//img/uploads/character/200/00001790.jpg	Ku	(Shiga Prefecture)	Kusatsu City Consumer Leaders Association
2015	all	1062	23	とりもっちゃん	（山梨県）	甲府鳥もつ煮でみなさまの縁をとりもつ隊	https://www.yurugp.jp//img/uploads/character/200/00000023.jpg	Torimo-chan	(Yamanashi Prefecture)	A team that holds everyone's edge with Kofu Tori Motsuni
2015	all	1063	1257	サイのタマちゃん	（埼玉県）	社会福祉法人さいたま市社会福祉事業団	https://www.yurugp.jp//img/uploads/character/200/00001257.jpg	Rhino Tama	(Saitama)	Social welfare corporation Saitama City Social Welfare Corporation
2015	all	1064	2852	海の妖精神　まりん	（新潟県）	長岡市寺泊地域ふるさと創生基金事業実行委員会（事務局：新潟県長岡市寺泊支所地域振興課）	https://www.yurugp.jp//img/uploads/character/200/00002852.jpg	Marine spirit	(Niigata Prefecture)	Nagaoka City Teradomari Area Hometown Creation Fund Business Executive Committee (Secretariat: Niigata Prefecture Nagaoka City Teradomari Branch Regional Promotion Division)
2015	all	1064	2899	むぎゅ～ちゃん	（香川県）	善通寺市	https://www.yurugp.jp//img/uploads/character/200/00002899.jpg	Mugyu-chan	(Kagawa Prefecture)	Shantongsi
2015	all	1066	1047	森っこサンちゃん	（東京都）	あきる野市	https://www.yurugp.jp//img/uploads/character/200/00001047.jpg	Morikko San-chan	(Tokyo)	Akiruno City
2015	all	1067	2684	ハマッピー	（静岡県）	株式会社浜名湖自動車学校	https://www.yurugp.jp//img/uploads/character/200/00002684.jpg	Hammappie	(Shizuoka Prefecture)	Hamanako Driving School Co., Ltd.
2015	all	1068	480	はぁすちゃん	（山口県）	山口県岩国市役所	https://www.yurugp.jp//img/uploads/character/200/00000480.jpg	Haas-chan	(Yamaguchi Prefecture)	Yamaguchi Prefecture Iwakuni City Hall
2015	all	1068	813	しらかばちゃん	（長野県）	佐久穂町	https://www.yurugp.jp//img/uploads/character/200/00000813.jpg	Shirakaba	(Nagano Prefecture)	Sakuho Town
2015	all	1070	2621	しろい地底王国忍者じねんじゃー	（千葉県）	白井の自然薯を応援する会	https://www.yurugp.jp//img/uploads/character/200/00002621.jpg	White Underworld Kingdom Ninja	(Chiba Prefecture)	Meeting to support Shirai's natural yam
2015	all	1071	1186	まつりん＆ぼっくりん	（和歌山県）	和歌山県美浜町	https://www.yurugp.jp//img/uploads/character/200/00001186.jpg	Matsurin & Bokrin	(Wakayama Prefecture)	Mihama Town, Wakayama Prefecture
2015	all	1072	2466	きたみん	（東京都）	医療法人社団　東山会　調布東山病院	https://www.yurugp.jp//img/uploads/character/200/00002466.jpg	Kitamin	(Tokyo)	Medical corporation corporation Higashiyamakai Chofu Higashiyama Hospital
2015	all	1073	2597	サンちゃん	（埼玉県）	上尾ショーサンプラザ	https://www.yurugp.jp//img/uploads/character/200/00002597.jpg	San-chan	(Saitama)	Ageo Show Sun Plaza
2015	all	1074	1963	やがぴぃ	（栃木県）	野岩鉄道株式会社	https://www.yurugp.jp//img/uploads/character/200/00001963.jpg	Yagapi	(Tochigi Prefecture)	Noiwa Railway Co., Ltd.
2015	all	1075	1238	熱中くん	（東京都）	一般財団法人日本気象協会	https://www.yurugp.jp//img/uploads/character/200/00001238.jpg	Hotaka	(Tokyo)	Japan Meteorological Association
2015	all	1076	1263	タケアシくん	（愛知県）	蒲郡市竹島水族館	https://www.yurugp.jp//img/uploads/character/200/00001263.jpg	Takeshi	(Aichi Prefecture)	Gamagori Takeshima Aquarium
2015	all	1077	532	ハニワこうてい	（大阪府）	八尾市立しおんじやま古墳学習館	https://www.yurugp.jp//img/uploads/character/200/00000532.jpg	Haniwa	(Osaka Prefecture)	Yao City Shionyama Kofun Study Hall
2015	all	1078	2162	カピタン	（長崎県）	長崎バイオパーク	https://www.yurugp.jp//img/uploads/character/200/00002162.jpg	Kapitan	(Nagasaki Prefecture)	Nagasaki Bio Park
2015	all	1079	2100	バレニンちゃん	（東京都）	日本捕鯨協会	https://www.yurugp.jp//img/uploads/character/200/00002100.jpg	Ballenin-chan	(Tokyo)	Japan Whaling Association
2015	all	1080	2120	飛騨のこんぺいくん	（岐阜県）	飛騨神岡金毘羅当番会	https://www.yurugp.jp//img/uploads/character/200/00002120.jpg	Hida Konpeikun	(Gifu Prefecture)	Hida Kamioka Kinpira On-duty Party
2015	all	1080	3030	トックン	（岡山県）	株式会社トマト銀行	https://www.yurugp.jp//img/uploads/character/200/00003030.jpg	Tokkun	(Okayama Prefecture)	Tomato Bank, Ltd.
2015	all	1082	1246	ソラッピー	（山口県）	山口県岩国市役所	https://www.yurugp.jp//img/uploads/character/200/00001246.jpg	Solappie	(Yamaguchi Prefecture)	Yamaguchi Prefecture Iwakuni City Hall
2015	all	1083	2590	かぼちゃ王子こがぼっちゃん	（茨城県）	古河市商工会	https://www.yurugp.jp//img/uploads/character/200/00002590.jpg	Pumpkin Prince Kogabotchan	(Ibaraki Prefecture)	Furukawa City Chamber of Commerce
2015	all	1084	1422	スーパーポンポコジャガピーにしなりくん	（大阪府）	大阪市西成区役所	https://www.yurugp.jp//img/uploads/character/200/00001422.jpg	Super Pompoko Jagapie Nishinari-kun	(Osaka Prefecture)	Nishinari Ward Office, Osaka City
2015	all	1085	1310	エネルちゃん	（岡山県）	日本エネルギーホールディングス株式会社	https://www.yurugp.jp//img/uploads/character/200/00001310.jpg	Enel	(Okayama Prefecture)	Nippon Energy Holdings Co., Ltd.
2015	all	1085	1781	ライちゃん	（富山県）	ドリームスタジアムとやま（富山競輪場）	https://www.yurugp.jp//img/uploads/character/200/00001781.jpg	Rye-chan	(Toyama Prefecture)	Dream Stadium Toyama (Toyama Bicycle Racetrack)
2015	all	1087	201	たけちゃん・はなちゃん	（岐阜県）	美濃竹鼻中心市街地活性化委員会	https://www.yurugp.jp//img/uploads/character/200/00000201.jpg	Take-chan/Hana-chan	(Gifu Prefecture)	Mino Takehana Central City Revitalization Committee
2015	all	1088	2163	ホヌッピー	（海外）	ハワイ	https://www.yurugp.jp//img/uploads/character/200/00002163.jpg	Honuppy	(overseas)	Hawaii
2015	all	1089	496	堺市環境マスコットキャラクター「ムーやん」	（大阪府）	堺市環境局環境都市推進部環境政策課	https://www.yurugp.jp//img/uploads/character/200/00000496.jpg	"Sakai City Environmental Mascot Character ""Muyan"""	(Osaka Prefecture)	Environmental Policy Division, Environment City Promotion Department, Sakai City Environmental Bureau
2015	all	1090	694	てる～ん＆ふ～ら	（東京都）	ＪＡ東京中央	https://www.yurugp.jp//img/uploads/character/200/00000694.jpg	Teru-n & Fu-la	(Tokyo)	JA Tokyo Central
2015	all	1091	716	くらっしー	（埼玉県）	彩の国くらしプラザ	https://www.yurugp.jp//img/uploads/character/200/00000716.jpg	Classy	(Saitama)	Sai no Kuni Living Plaza
2015	all	1092	1512	ナッチョルくん	（岐阜県）	山県市	https://www.yurugp.jp//img/uploads/character/200/00001512.jpg	Natchol	(Gifu Prefecture)	Yamagata City
2015	all	1093	2013	しーるくん	（神奈川県）	住宅情報館株式会社	https://www.yurugp.jp//img/uploads/character/200/00002013.jpg	Shiru-kun	(Kanagawa Prefecture)	Housing Information Center Co., Ltd.
2015	all	1093	3008	ネッコロ／ジャガイモネッコロ	（東京都）	小学館らしい	https://www.yurugp.jp//img/uploads/character/200/00003008.jpg	Neckolo/Potato Neckolo	(Tokyo)	It seems to be Shogakukan
2015	all	1095	2213	ごろっぺ	（栃木県）	宇都宮雷都物語メーカー協議会	https://www.yurugp.jp//img/uploads/character/200/00002213.jpg	Gorope	(Tochigi Prefecture)	Utsunomiya Raito Story Maker Council
2015	all	1096	1752	瀧之拝太郎	（和歌山県）	古座川町	https://www.yurugp.jp//img/uploads/character/200/00001752.jpg	Takino Taro	(Wakayama Prefecture)	Furuzagawa Town
2015	all	1097	1223	メロリン	（埼玉県）	埼玉県立深谷はばたき特別支援学校	https://www.yurugp.jp//img/uploads/character/200/00001223.jpg	Merolin	(Saitama)	Saitama Prefectural Fukaya Flapping Special Needs School
2015	all	1098	1925	まい・バーラ	（滋賀県）	米原市近江公民館	https://www.yurugp.jp//img/uploads/character/200/00001925.jpg	Mai Barra	(Shiga Prefecture)	Maibara City Omi Community Center
2015	all	1099	2079	あったかすくん	（北海道）	鷹栖町	https://www.yurugp.jp//img/uploads/character/200/00002079.jpg	There was Mr. Kasuka	(Hokkaido)	Takasu Town
2015	all	1100	2605	めぇめぇ	（三重県）	いつきのみや歴史体験館	https://www.yurugp.jp//img/uploads/character/200/00002605.jpg	Memeee	(Mie Prefecture)	Itsukinomiya History Experience Center
2015	all	1100	1427	マルケン	（東京都）	リガーレ（大丸有エリアマネジメント協会）	https://www.yurugp.jp//img/uploads/character/200/00001427.jpg	Marken	(Tokyo)	Rigare (Daimaru Yu Area Management Association)
2015	all	1102	1295	ゆずりん	（岐阜県）	上之保地域活性化ビジョン団体・郷友会	https://www.yurugp.jp//img/uploads/character/200/00001295.jpg	Yuzurin	(Gifu Prefecture)	Kaminoho Regional Revitalization Vision Organization, Goyukai
2015	all	1103	1585	ポンスター	（徳島県）	小松島競輪	https://www.yurugp.jp//img/uploads/character/200/00001585.jpg	Ponster	(Tokushima)	Komatsushima bicycle race
2015	all	1104	1402	うのんちゃん	（新潟県）	鵜の浜温泉観光組合	https://www.yurugp.jp//img/uploads/character/200/00001402.jpg	Unon-chan	(Niigata Prefecture)	Unohama Onsen Tourism Association
2015	all	1105	115	サケリン	（新潟県）	新潟県村上市	https://www.yurugp.jp//img/uploads/character/200/00000115.jpg	Salmon	(Niigata Prefecture)	Murakami City, Niigata Prefecture
2015	all	1106	746	牛ゴロウ	（佐賀県）	小城市商工会青年部	https://www.yurugp.jp//img/uploads/character/200/00000746.jpg	Beef gorrow	(Saga Prefecture)	Small City Chamber of Commerce and Youth
2015	all	1106	2970	サイくん主任	（静岡県）	（株）サイエンスウッド	https://www.yurugp.jp//img/uploads/character/200/00002970.jpg	Sai-kun	(Shizuoka Prefecture)	Science Wood Co., Ltd.
2015	all	1108	1938	つし丸	（愛知県）	津島商工会議所	https://www.yurugp.jp//img/uploads/character/200/00001938.jpg	Tsushimaru	(Aichi Prefecture)	Tsushima Chamber of Commerce
2015	all	1109	2795	紀宝戦隊カメレンジャー	（三重県）	紀宝町	https://www.yurugp.jp//img/uploads/character/200/00002795.jpg	Kiho Sentai Kameranger	(Mie Prefecture)	Kiho Town
2015	all	1110	2581	まぐえもん	（東京都）	一般社団法人全国鮪解体師協会	https://www.yurugp.jp//img/uploads/character/200/00002581.jpg	Maguemon	(Tokyo)	National Tuna Dismantler Association
2015	all	1110	2870	ララン	（京都府）	大山崎町商工会	https://www.yurugp.jp//img/uploads/character/200/00002870.jpg	Laran	(Kyoto)	Oyamazaki Town Chamber of Commerce
2015	all	1112	2978	かも神さん	（愛知県）	津島市立神守中学校	https://www.yurugp.jp//img/uploads/character/200/00002978.jpg	Kamogami	(Aichi Prefecture)	Tsushima City Jinmori Junior High School
2015	all	1113	2735	ブラッくまぁ	（東京都）	株式会社ディグズ・グループ	https://www.yurugp.jp//img/uploads/character/200/00002735.jpg	Black bear	(Tokyo)	Digs Group Co., Ltd.
2015	all	1114	2891	つづき　あい	（神奈川県）	都筑区役所地域振興課	https://www.yurugp.jp//img/uploads/character/200/00002891.jpg	Continue Ai	(Kanagawa Prefecture)	Tsuzuki Ward Office Regional Promotion Division
2015	all	1115	1277	四街道社協マスコットキャラクター　モモちゃん	（千葉県）	四街道市社会福祉協議会	https://www.yurugp.jp//img/uploads/character/200/00001277.jpg	Momo-chan, Yotsukaidoshakyo mascot character	(Chiba Prefecture)	Yotsukaido City Council of Social Welfare
2015	all	1116	2123	にっしーくん	（広島県）	独立行政法人国立病院機構広島西医療センター	https://www.yurugp.jp//img/uploads/character/200/00002123.jpg	Nisshi-kun	(Hiroshima Prefecture)	National Hospital Organization Hiroshima Nishi Medical Center
2015	all	1116	1479	シスト男爵	（北海道）	むかわ町シスト実行委員会	https://www.yurugp.jp//img/uploads/character/200/00001479.jpg	Baron cyst	(Hokkaido)	Mukawa Town Sist Executive Committee
2015	all	1118	2582	じっぴー	（東京都）	スペースクリエイト自遊空間　(株式会社ランシステム)	https://www.yurugp.jp//img/uploads/character/200/00002582.jpg	Jippi	(Tokyo)	Space Create Self-Play Space (Run System Co., Ltd.)
2015	all	1119	2523	ららら	（岐阜県）	岐阜県　各務原市	https://www.yurugp.jp//img/uploads/character/200/00002523.jpg	La la la	(Gifu Prefecture)	Gifu Prefecture Kakamigahara City
2015	all	1120	1805	オリにゃん（オリ男、オリ子）	（大阪府）	株式会社オリエントホーム	https://www.yurugp.jp//img/uploads/character/200/00001805.jpg	Ori Nyan (Ori man, Oriko)	(Osaka Prefecture)	Orient Home Co., Ltd.
2015	all	1121	2765	ホッキーくん	（宮城県）	山元町地域産業振興協議会	https://www.yurugp.jp//img/uploads/character/200/00002765.jpg	Hockey	(Miyagi Prefecture)	Yamamoto Town Local Industry Promotion Council
2015	all	1122	1255	あかはねちゃん	（兵庫県）	社会福祉法人　兵庫県共同募金会	https://www.yurugp.jp//img/uploads/character/200/00001255.jpg	Akane-chan	(Hyogo prefecture)	Social welfare corporation Hyogo community chest
2015	all	1123	1911	うるのすけ	（長野県）	売木村観光協会	https://www.yurugp.jp//img/uploads/character/200/00001911.jpg	Urunosuke	(Nagano Prefecture)	Saiki Village Tourism Association
2015	all	1124	2226	つるぼー	（北海道）	北海道阿寒郡鶴居村	https://www.yurugp.jp//img/uploads/character/200/00002226.jpg	Tsurubo	(Hokkaido)	Tsurui Village, Akan District, Hokkaido
2015	all	1125	2844	オチャッピー	（静岡県）	川根本町	https://www.yurugp.jp//img/uploads/character/200/00002844.jpg	Ochappie	(Shizuoka Prefecture)	Kawanehonmachi
2015	all	1125	1067	茂原市マスコットキャラクターモバりん	（千葉県）	茂原市	https://www.yurugp.jp//img/uploads/character/200/00001067.jpg	Mobara mascot character mobarin	(Chiba Prefecture)	Mobara
2015	all	1127	635	サンディーくん	（鹿児島県）	吹上浜砂の祭典実行委員会	https://www.yurugp.jp//img/uploads/character/200/00000635.jpg	Sandy	(Kagoshima prefecture)	Fukiage beach sand festival executive committee
2015	all	1128	2412	山田をもっと盛りあげ隊	（岩手県）	山田町ゆるキャラ運営委員会	https://www.yurugp.jp//img/uploads/character/200/00002412.jpg	A party to raise Yamada more	(Iwate Prefecture)	Yamada Town Yuru Chara Steering Committee
2015	all	1129	2551	テニスコートの妖精「たうてに君」	（東京都）	タウンテニス大泉学園	https://www.yurugp.jp//img/uploads/character/200/00002551.jpg	"Tennis court fairy ""Tauteni Kimi"""	(Tokyo)	Town Tennis Oizumi Gakuen
2015	all	1130	62	市川三郷レンジャー（にんにん・どんどん・ぽんぽん）	（山梨県）	市川三郷町	https://www.yurugp.jp//img/uploads/character/200/00000062.jpg	Misato Ichikawa Ranger (garlic, dondon, pompon)	(Yamanashi Prefecture)	Ichikawa Misato Town
2015	all	1131	743	新宮市twitterキャラクターめはりさん	（和歌山県）	新宮市	https://www.yurugp.jp//img/uploads/character/200/00000743.jpg	Shingu City Twitter Character Mehari	(Wakayama Prefecture)	Shingu City
2015	all	1132	2485	青葉区マスコットキャラクター　なしかちゃん	（神奈川県）	横浜市青葉区	https://www.yurugp.jp//img/uploads/character/200/00002485.jpg	Aoba Ward mascot character Nashika-chan	(Kanagawa Prefecture)	Aoba Ward, Yokohama City
2015	all	1133	3024	ちくま	（福岡県）	NPO法人築上町観光協会	https://www.yurugp.jp//img/uploads/character/200/00003024.jpg	Chikuma	(Fukuoka Prefecture)	NPO corporation Chikami Town Tourism Association
2015	all	1134	3000	花火の妖精　ナッちゃん	（新潟県）	一般社団法人 長岡観光コンベンション協会	https://www.yurugp.jp//img/uploads/character/200/00003000.jpg	Fireworks Fairy Nacchan	(Niigata Prefecture)	Nagaoka Tourism and Convention Association
2015	all	1135	405	たがたん	（福岡県）	田川市	https://www.yurugp.jp//img/uploads/character/200/00000405.jpg	Tatatan	(Fukuoka Prefecture)	Tagawa
2015	all	1136	144	多久翁さん	（佐賀県）	多久市	https://www.yurugp.jp//img/uploads/character/200/00000144.jpg	Mr. Okaku	(Saga Prefecture)	How long
2015	all	1137	1221	つぼちゃん	（鹿児島県）	福山黒酢株式会社	https://www.yurugp.jp//img/uploads/character/200/00001221.jpg	Tsubo-chan	(Kagoshima prefecture)	Fukuyama Kurozu Co., Ltd.
2015	all	1138	2742	常陸太田市公式マスコットキャラクター「じょうづるさん」	（茨城県）	常陸太田市役所	https://www.yurugp.jp//img/uploads/character/200/00002742.jpg	"Hitachiota City official mascot character ""Jozuru-san"""	(Ibaraki Prefecture)	Hitachiota City Hall
2015	all	1139	2987	はっぽくん	（広島県）	一般社団法人広島県歯科医師会	https://www.yurugp.jp//img/uploads/character/200/00002987.jpg	Happo-kun	(Hiroshima Prefecture)	Hiroshima Dental Association
2015	all	1140	1558	おぐたん	（熊本県）	小国町	https://www.yurugp.jp//img/uploads/character/200/00001558.jpg	Ogutan	(Kumamoto Prefecture)	Oguni Town
2015	all	1141	2563	クイクイ	（新潟県）	水の駅「ビュー福島潟」	https://www.yurugp.jp//img/uploads/character/200/00002563.jpg	Quiqui	(Niigata Prefecture)	"Water Station ""View Fukushimagata"""
2015	all	1142	2657	キッド＆レン	（山形県）	医療法人社団清永会　矢吹病院	https://www.yurugp.jp//img/uploads/character/200/00002657.jpg	Kid & Len	(Yamagata Prefecture)	Seieikai Medical Corporation Yabuki Hospital
2015	all	1143	1137	ハコネコ　ボザッピィ	（神奈川県）	箱根小涌園ユネッサン	https://www.yurugp.jp//img/uploads/character/200/00001137.jpg	Hakoneko Bozappi	(Kanagawa Prefecture)	Hakone Kowakien Yunessun
2015	all	1143	2846	菜果ちゃん	（神奈川県）	かわさき地産地消推進協議会	https://www.yurugp.jp//img/uploads/character/200/00002846.jpg	Rape	(Kanagawa Prefecture)	Kawasaki Local Production for Local Consumption Promotion Council
2015	all	1145	1251	イクちゃん	（広島県）	こども未来づくり・ひろしま応援隊	https://www.yurugp.jp//img/uploads/character/200/00001251.jpg	Iku-chan	(Hiroshima Prefecture)	Making the future of children, Hiroshima support team
2015	all	1146	2897	ぶんちゃん	（高知県）	ＪＡとさし	https://www.yurugp.jp//img/uploads/character/200/00002897.jpg	Bun-chan	(Kochi Prefecture)	JA Tosashi
2015	all	1147	1391	勝浦カッピー	（千葉県）	勝浦市	https://www.yurugp.jp//img/uploads/character/200/00001391.jpg	Katsuura Cuppy	(Chiba Prefecture)	Katsuura City
2015	all	1148	104	ぎんにゃん	（滋賀県）	滋賀県立彦根東高等学校	https://www.yurugp.jp//img/uploads/character/200/00000104.jpg	Gin Nyan	(Shiga Prefecture)	Shiga Prefectural Hikone East High School
2015	all	1149	2782	窯之助	（岐阜県）	瑞浪市商店街連合会	https://www.yurugp.jp//img/uploads/character/200/00002782.jpg	Kilnosuke	(Gifu Prefecture)	Mizunami Shopping Street Federation
2015	all	1150	2626	ほえっぴー	（山口県）	社会福祉法人　長門市社会福祉協議会	https://www.yurugp.jp//img/uploads/character/200/00002626.jpg	Smile	(Yamaguchi Prefecture)	Social welfare corporation Nagato City Council of Social Welfare
2015	all	1151	1434	がっぴー	（岡山県）	浅野産業株式会社	https://www.yurugp.jp//img/uploads/character/200/00001434.jpg	Gappi	(Okayama Prefecture)	Asano Industry Co., Ltd.
2015	all	1152	1355	オリッピー	（千葉県）	おおたきショッピングプラザオリブ	https://www.yurugp.jp//img/uploads/character/200/00001355.jpg	Orippy	(Chiba Prefecture)	Otaki Shopping Plaza Olive
2015	all	1153	770	あさぴー	（愛知県）	尾張旭市	https://www.yurugp.jp//img/uploads/character/200/00000770.jpg	Asapee	(Aichi Prefecture)	Ozaki Asahi
2015	all	1153	1630	ひまわり大使ナカマロちゃん	（茨城県）	那珂市	https://www.yurugp.jp//img/uploads/character/200/00001630.jpg	Sunflower Ambassador Nakamalo	(Ibaraki Prefecture)	Naka City
2015	all	1155	1522	エビアミーゴ	（千葉県）	御宿町	https://www.yurugp.jp//img/uploads/character/200/00001522.jpg	Evia Migo	(Chiba Prefecture)	Onjuku Town
2015	all	1155	2414	秘境竜	（徳島県）	三好市観光協会	https://www.yurugp.jp//img/uploads/character/200/00002414.jpg	Unexplored dragon	(Tokushima)	Miyoshi City Tourism Association
2015	all	1157	2231	花咲みのりん	（福井県）	花咲ふくい農業協同組合	https://www.yurugp.jp//img/uploads/character/200/00002231.jpg	Hanasaki Minorin	(Fukui Prefecture)	Hanasaki Fukui Agricultural Cooperative
2015	all	1158	830	あらエッサくん	（島根県）	安来市	https://www.yurugp.jp//img/uploads/character/200/00000830.jpg	Oh, Essa-kun	(Shimane Prefecture)	Yasugi City
2015	all	1159	251	でんえんまる	（群馬県）	邑楽館林農業協同組合	https://www.yurugp.jp//img/uploads/character/200/00000251.jpg	Denmaru	(Gunma Prefecture)	Orakan Forest Agricultural Cooperative
2015	all	1160	1458	ちくちゃん	（福岡県）	筑前町	https://www.yurugp.jp//img/uploads/character/200/00001458.jpg	Chiku-chan	(Fukuoka Prefecture)	Chikuzen Town
